# Program:featureCounts v2.1.1; Command:"featureCounts" "-a" "/data/input.gtf" "-o" "/data/output/featureCounts.tsv" "-T" "1" "-s" "0" "-p" "/data/input.bam"
Geneid	Chr	Start	End	Strand	Length	/data/input.bam
ENSG00000198721	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	4115923;4115927;4115928;4115934;4115936;4115940;4115940;4115940;4115941;4115942;4117542;4117542;4117542;4117542;4117542;4117542;4117542;4117542;4117542;4117542;4119420;4119420;4119420;4119420;4119420;4119420;4119420;4119420;4119420;4125484;4125484;4125484;4125484;4125484;4125484;4125484;4125484;4125484;4126369;4126369;4126369;4126369;4126369;4126369;4126369;4127996;4127996;4127996;4127996;4127996;4127996;4127996;4127996;4127996;4127996;4128048;4130413;4130552;4130606;4130606;4130606;4130606;4130606;4130606;4130606;4130606;4130606;4130606;4130606;4131001;4131001;4131001;4131001;4131001;4131001;4131001;4131001;4131001;4131001;4131001;4131001;4133783;4133783;4133783;4133783;4133783;4133783;4133783;4133783;4133783;4133783;4133783;4133783;4135349;4135546;4135604;4135745;4135745;4135745;4135745;4135745;4135745;4135745;4135745	4116263;4116263;4116263;4116263;4116263;4116263;4116263;4116263;4116263;4116263;4119509;4117685;4117685;4117685;4117685;4117685;4117685;4117685;4117685;4117685;4119509;4119509;4119509;4119509;4119509;4119509;4119509;4119509;4119509;4126471;4125604;4125604;4126471;4125604;4125604;4125604;4125604;4125604;4126471;4126471;4126471;4126471;4126471;4126471;4126471;4128065;4128065;4128065;4128065;4128065;4128065;4128065;4128065;4128065;4128065;4128065;4130483;4130794;4130794;4130794;4130794;4130794;4130794;4130794;4130876;4130794;4130794;4130794;4130794;4131099;4131099;4131099;4131099;4131099;4131099;4131099;4131099;4131099;4131099;4131099;4131099;4133935;4133945;4134016;4133945;4133935;4133935;4133945;4133945;4133935;4133945;4133935;4133945;4135693;4135791;4135702;4135807;4135831;4135809;4135798;4135824;4135825;4135831;4135831	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4579	5
ENSG00000254821	6;6	4135657;4145771	4135779;4146287	+;+	640	0
ENSG00000234817	6;6;6;6	4136306;4137595;4155075;4155715	4136482;4137636;4155227;4157619	+;+;+;+	2277	0
ENSG00000237716	6;6	4186858;4188224	4187003;4188343	-;-	266	0
ENSG00000216307	6	4189350	4190040	+	691	0
ENSG00000231811	6;6;6	4345977;4346867;4347244	4346040;4347103;4347271	-;-;-	329	0
ENSG00000201185	6	4428197	4428315	+	119	0
ENSG00000260239	6;6	4492041;4494116	4492424;4496003	+;+	2272	0
ENSG00000270695	6	4529956	4530242	+	287	0
ENSG00000260673	6;6	4599521;4602411	4599849;4602654	-;-	573	0
ENSG00000205444	6;6	4610890;4611212	4611046;4611538	+;+	484	0
ENSG00000238801	6	4643996	4644088	+	93	0
ENSG00000217385	6	4702697	4704013	+	1317	0
ENSG00000153046	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	4706393;4715975;4716075;4733393;4734996;4734996;4773205;4773275;4776669;4776676;4836332;4890226;4891947;4891947;4891947;4891947;4891947;4891947;4928929;4935749;4935749;4935749;4935749;4935749;4935749;4935749;4937799;4937799;4937799;4937799;4937799;4937799;4937799;4943780;4943780;4943780;4943780;4943780;4943780;4943780;4952500;4952500;4952500;4952500;4952500;4954132;4954132;4954132;4954132;4954132	4706485;4716115;4716115;4733482;4735078;4735078;4773412;4773412;4777041;4777041;4836542;4890360;4892613;4892613;4892613;4892581;4892346;4892613;4928962;4936005;4936005;4936005;4936005;4936005;4936005;4936005;4937971;4937971;4937971;4937971;4937971;4937971;4937971;4944047;4943990;4943990;4943990;4943990;4943831;4943990;4952643;4952643;4952643;4952643;4952643;4955785;4954607;4954744;4954490;4955781	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4531	13
ENSG00000236336	6;6	4774760;4775506	4774991;4775642	-;-	369	0
ENSG00000217030	6	4979306	4979728	+	423	0
ENSG00000124787	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	4994966;4995281;4995312;4996185;4996185;4996185;4996456;4996456;4996456;4998922;4998950;4998950;4998950;4999062;5000043;5000043;5000043;5000043;5000043;5000797;5000797;5000797;5000797;5001328;5002010;5002335;5002335;5002335;5002335;5002335;5003820;5004114;5004114;5004114;5004114;5004114	4995510;4995510;4995510;4996319;4996319;4996319;4996654;4996654;4996654;4999075;4999075;4999075;4999075;4999075;5000138;5000138;5000138;5000138;5000138;5000865;5000865;5000865;5000865;5001364;5002479;5002479;5002479;5002479;5002479;5002479;5003892;5004297;5004252;5004281;5004270;5004281	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1962	0
ENSG00000272142	6;6;6;6;6;6	5030206;5030265;5030310;5031039;5042740;5042822	5030429;5030429;5030429;5031359;5043174;5043683	+;+;+;+;+;+	1489	0
ENSG00000271978	6;6	5031990;5054312	5034916;5054657	-;-	3273	0
ENSG00000252419	6	5045818	5046335	-	518	0
ENSG00000220685	6;6	5066029;5066809	5067216;5067216	-;-	1188	0
ENSG00000219607	6	5085720	5087455	+	1736	0
ENSG00000214113	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	5102827;5103863;5108653;5108657;5108707;5108786;5108962;5113305;5132952;5136408;5138942;5144372;5186834;5216851;5216851;5216851;5216851;5216851;5236517;5240759;5260881;5260881;5260881;5260881;5260881;5260881;5260881	5109725;5104184;5109725;5109725;5109725;5109468;5109725;5113651;5133128;5137100;5138973;5144496;5187214;5216971;5216971;5216971;5216971;5216971;5236694;5240956;5260954;5261172;5260975;5260882;5260975;5260966;5261172	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9443	10
ENSG00000265083	6	5148467	5148556	-	90	0
ENSG00000264541	6	5224961	5225030	-	70	0
ENSG00000145982	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	5261277;5261559;5261759;5272659;5368783;5368783;5368783;5404775;5404775;5404775;5431274;5431274;5431274;5431902;5545413;5545413;5613402;5613402;5771524;5771524	5261591;5261893;5261893;5272722;5368945;5369415;5369415;5404934;5404934;5404934;5431405;5431405;5431405;5432043;5545573;5545573;5613553;5613553;5771813;5771662	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2351	6
ENSG00000220446	6	5291263	5291621	-	359	0
ENSG00000269985	6;6;6;6;6	5451916;5452701;5457186;5458127;5458127	5452990;5452990;5457261;5458266;5458308	-;-;-;-;-	1333	0
ENSG00000218574	6	5609460	5610428	-	969	0
ENSG00000270174	6;6;6;6	5665218;5668270;5695115;5695378	5665691;5668346;5695241;5695505	-;-;-;-	806	0
ENSG00000217239	6;6	5788579;5788579	5788932;5788893	-;-	354	0
ENSG00000216360	6	5817654	5818599	-	946	0
ENSG00000233064	6;6;6	5851739;5852296;5870274	5851895;5852369;5870453	+;+;+	411	0
ENSG00000239472	6	5918793	5919077	-	285	0
ENSG00000215057	6	5972645	5974245	+	1601	0
ENSG00000124785	6;6;6;6;6;6	5998232;5998948;6002586;6002586;6003059;6006928	5999437;5999437;6002730;6002730;6003196;6007200	-;-;-;-;-;-	1762	0
ENSG00000264121	6	6046676	6046777	+	102	0
ENSG00000124491	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	6144318;6152046;6167691;6174813;6182221;6196030;6197456;6206644;6222266;6222266;6224919;6224919;6248545;6251044;6251140;6266791;6266791;6266946;6266967;6305346;6305584;6305584;6305584;6305584;6318768;6318768;6318768;6318768;6320820;6320820;6320820;6320820;6321033;6321172	6146005;6152182;6167851;6175100;6182374;6196118;6197559;6206835;6222404;6222404;6225041;6225093;6248652;6251162;6251162;6267042;6267042;6267042;6267042;6305772;6305772;6305772;6305887;6305772;6318915;6318915;6318915;6318915;6320875;6320892;6320892;6321067;6321138;6321246	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4690	20
ENSG00000263572	6	6169567	6169642	+	76	0
ENSG00000216863	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	6346698;6348844;6360824;6366365;6366588;6366588;6369235;6369235;6369235;6438809;6438809;6438809;6475539;6493126;6564528;6564528;6569651;6587278;6591389;6621080;6621197;6622865;6622865;6622865;6622865	6347653;6348983;6362594;6366842;6366842;6366842;6369388;6369388;6369388;6438965;6438965;6438965;6475991;6493217;6564621;6564621;6569722;6587426;6591712;6621616;6621702;6622930;6623004;6622928;6622977	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5603	0
ENSG00000241216	6	6347314	6347614	-	301	0
ENSG00000218868	6	6534930	6535864	+	935	0
ENSG00000112799	6;6;6;6;6;6;6;6;6;6;6	6588341;6588902;6588959;6625159;6625159;6626526;6626526;6649858;6649858;6654777;6654777	6588683;6589103;6589103;6625245;6625245;6626654;6626654;6649910;6649910;6654864;6655216	+;+;+;+;+;+;+;+;+;+;+	1254	73
ENSG00000261211	6	6680542	6683866	-	3325	0
ENSG00000226281	6;6	6692977;6711105	6693413;6711235	-;-	568	0
ENSG00000224532	6;6	6758509;6759188	6758677;6759524	-;-	506	0
ENSG00000219986	6	6795148	6795635	-	488	1
ENSG00000223342	6;6	6901255;6918743	6901981;6918948	-;-	933	0
ENSG00000240936	6	6938835	6939130	-	296	0
ENSG00000203498	6;6;6	6993424;6995283;6995557	6993605;6995386;6995787	+;+;+	517	0
ENSG00000251762	6	7040693	7040779	-	87	0
ENSG00000124782	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	7107830;7108032;7108041;7108054;7108259;7108264;7108264;7108865;7139478;7140881;7176888;7176888;7176888;7176888;7176888;7176888;7176888;7176888;7176888;7181357;7181357;7181357;7181357;7181357;7181357;7181357;7181357;7181357;7182103;7182103;7182103;7182103;7182103;7182103;7182103;7182103;7187667;7187667;7187667;7187667;7187667;7187667;7187667;7187667;7189392;7189392;7189392;7189392;7189392;7189392;7189392;7189392;7211037;7211037;7211037;7211037;7211037;7211037;7211037;7211806;7211806;7211806;7211806;7211806;7211806;7226700;7226700;7226700;7226700;7226700;7229230;7229230;7229230;7229230;7229230;7240671;7240671;7246657;7246657;7246657;7248744;7248744;7248744;7248744	7108001;7108293;7108293;7108297;7108293;7108293;7108293;7108935;7139531;7141041;7177006;7177006;7177006;7177006;7177006;7177006;7177006;7177006;7177006;7181479;7182315;7181479;7181479;7181391;7181479;7181479;7181522;7181479;7182315;7182315;7182156;7182315;7182315;7182315;7182315;7182315;7187756;7187756;7187756;7187756;7187756;7187756;7187756;7187756;7189555;7189555;7189555;7189555;7189555;7189555;7189539;7189555;7211181;7211181;7211181;7211181;7211104;7211181;7211181;7211942;7219324;7211942;7211942;7211942;7211942;7226889;7226889;7226889;7226889;7226889;7230666;7232140;7232140;7232140;7232140;7240835;7240835;7247454;7247454;7247454;7251263;7250245;7252213;7249507	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	17254	22
ENSG00000225092	6;6	7183316;7184741	7184211;7185520	+;+	1676	0
ENSG00000201483	6	7187815	7187919	-	105	0
ENSG00000124783	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	7268539;7269171;7281376;7287803;7287804;7288095;7288915;7289909;7289916;7290101;7295289;7295321;7295321;7295618;7295625;7295625;7295625;7295625;7295625;7297116;7298156;7298156;7298156;7298156;7298156;7298156;7298156;7298156;7298980;7298980;7298980;7298980;7298980;7298980;7298980;7298980;7301543;7301543;7301543;7301543;7301543;7301543;7301543;7301543;7301566;7301623;7303783;7303783;7303783;7303783;7303783;7303783;7303783;7303783;7310116;7310150;7310150;7310150;7310150;7310150;7310150;7310150;7310150;7310150;7313275;7313275;7313275;7313275;7313275;7313275;7313275;7313275;7334255;7347605	7269387;7269387;7290164;7290164;7290164;7288155;7290164;7290164;7290083;7290164;7295718;7295335;7295335;7295718;7295718;7295718;7295718;7295718;7295718;7297442;7298234;7298234;7298234;7298234;7298234;7298234;7298234;7298234;7299056;7299056;7299056;7299056;7299056;7299056;7299056;7299056;7301805;7301596;7301805;7301601;7301805;7301805;7301805;7301805;7301805;7301805;7303866;7303870;7303870;7303870;7303870;7303870;7303870;7303870;7310122;7310262;7310262;7310262;7310262;7310262;7310262;7310262;7310262;7310262;7313464;7313421;7313415;7313407;7313435;7313431;7313440;7313440;7334323;7347679	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	11356	285
ENSG00000238221	6;6;6	7276264;7286056;7298818	7276401;7286129;7299105	+;+;+	500	0
ENSG00000164304	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	7326889;7326892;7326892;7326917;7326975;7327091;7329330;7330082;7330082;7330082;7330082;7330082;7330082;7330082;7334255;7334255;7334255;7334255;7334255;7334255;7334255;7355274;7355274;7355274;7355274;7355274;7355274;7355274;7356258;7356258;7356258;7356258;7365701;7365701;7365701;7365701;7365701;7365701;7365701;7366037;7366037;7366037;7366037;7366037;7368921;7368921;7368921;7368921;7368921;7368921;7368987;7370152;7370152;7370152;7370152;7370152;7370152;7370152;7373306;7373306;7373306;7373306;7373306;7373306;7373306;7373414;7374186;7378850;7378850;7378850;7378850;7378850;7378850;7378850;7378855;7386018;7386018;7386018;7386018;7386018;7386018;7386018;7386018;7386018;7387212;7387212;7387212;7387212;7387212;7387212;7387212;7387212;7389435;7389435;7389435;7389435;7389435;7389435;7389435;7389435;7389516	7327132;7327132;7327132;7327132;7327132;7327132;7329499;7330121;7330121;7330121;7330121;7330121;7330121;7330121;7334323;7334323;7334323;7334323;7334323;7334323;7334323;7355344;7355344;7355344;7355344;7355344;7355344;7355344;7356362;7356362;7356362;7356362;7365808;7365808;7365808;7365808;7365808;7365808;7365863;7366117;7366117;7366117;7366117;7366117;7369031;7369031;7369031;7369031;7369031;7369031;7369031;7370298;7370298;7370298;7370298;7370298;7370298;7370298;7374364;7374364;7374364;7374364;7374364;7374364;7374364;7374364;7374364;7379253;7379253;7379253;7379253;7379253;7379253;7379253;7379253;7386105;7386105;7386105;7386105;7386105;7386105;7386105;7386105;7386105;7387429;7387429;7387429;7387408;7387408;7387429;7387429;7387429;7389635;7389639;7389635;7389633;7389942;7389976;7389635;7389623;7389635	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3512	0
ENSG00000219375	6	7331519	7331909	-	391	0
ENSG00000220472	6	7339072	7339801	-	730	0
ENSG00000230570	6	7341087	7342289	-	1203	0
ENSG00000124784	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	7389729;7390026;7393332;7393332;7395254;7395286;7396936;7396936;7396985;7398931;7398931;7398931;7401191;7401191;7401191;7402836;7402836;7402836;7403050;7403050;7404167;7404174;7404174;7404651;7404651;7404651;7405151;7405151;7405151;7405482;7405482;7410611;7410619;7410619;7411565;7411565;7411565;7413122;7413122;7414471;7414471;7417564;7417564	7390306;7390306;7393536;7393536;7395376;7395376;7397005;7397005;7397005;7398973;7398973;7398973;7401283;7401283;7401283;7403130;7402948;7402948;7403081;7403130;7404260;7404260;7404260;7404788;7404788;7404788;7405417;7405254;7405254;7405588;7405588;7410684;7410684;7410684;7411800;7411684;7411684;7413175;7413175;7414623;7414623;7418270;7418270	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3237	20
ENSG00000233503	6	7481327	7482827	-	1501	0
ENSG00000219993	6	7506436	7506782	+	347	0
ENSG00000234115	6	7516833	7518073	-	1241	0
ENSG00000261189	6	7540684	7541571	-	888	0
ENSG00000096696	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	7541808;7541850;7555951;7555951;7558349;7558349;7559459;7559459;7559519;7562885;7562885;7562885;7563969;7563969;7563969;7565592;7565592;7565592;7566610;7566610;7567587;7567587;7568014;7568014;7568670;7568670;7569419;7569419;7570670;7570670;7571616;7571616;7572075;7572075;7574319;7574319;7574890;7574890;7575528;7575528;7576527;7576527;7577192;7577192;7578012;7578012;7578697;7578697;7579508;7579508;7582875;7582875	7542318;7542318;7556053;7556053;7558497;7558497;7559633;7559633;7559633;7563013;7563013;7563013;7564019;7564019;7564019;7566050;7565753;7565753;7566714;7566714;7567682;7567682;7568139;7568139;7568822;7568822;7569573;7569573;7570796;7570796;7571817;7571817;7572301;7572301;7574485;7574485;7575028;7575028;7575721;7575721;7576689;7576689;7577275;7577275;7578119;7578119;7578795;7578795;7580005;7581802;7586805;7586950	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10093	2
ENSG00000168566	6;6;6;6;6;6;6;6;6;6;6;6;6;6	7590432;7593967;7594332;7595260;7599906;7601569;7602856;7602856;7605631;7605631;7606264;7606264;7609058;7609058	7590646;7594080;7594392;7595334;7601757;7601757;7602977;7602977;7605719;7605719;7606428;7606428;7609439;7612200	+;+;+;+;+;+;+;+;+;+;+;+;+;+	5836	20
ENSG00000236512	6	7620655	7621111	+	457	0
ENSG00000153162	6;6;6;6;6;6;6	7727030;7845373;7861684;7862534;7879307;7880224;7880427	7727852;7845565;7861832;7862731;7879383;7880334;7881655	+;+;+;+;+;+;+	2780	0
ENSG00000239264	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	7881483;7881750;7881750;7883377;7883388;7884592;7884592;7884592;7884592;7884592;7886194;7886194;7886194;7886194;7886194;7888938;7888938;7888938;7888938;7888938;7889728;7889728;7889728;7891854;7891854;7891854;7895339;7895339;7895339;7895388;7899809;7899809;7899809;7899809;7904807;7904807;7904807;7910046;7910747;8026600	7883499;7883499;7883499;7883499;7883499;7884721;7884721;7884721;7884721;7884721;7886276;7886276;7886276;7886276;7886276;7889194;7889081;7889081;7889678;7889081;7889814;7889814;7889814;7891969;7891969;7891969;7895435;7895435;7895435;7895435;7900475;7899914;7899914;7899914;7904956;7904956;7904956;7910310;7911047;8026646	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4701	9
ENSG00000259040	6;6;6;6;6;6;6;6;6;6;6;6;6	7881755;7884592;7886194;7888938;7889728;7891854;7895339;7899809;7904807;8026600;8041372;8062767;8064498	7883499;7884721;7886276;7889081;7889814;7891969;7895435;7899914;7904956;8026658;8041501;8062849;8064597	-;-;-;-;-;-;-;-;-;-;-;-;-	3030	0
ENSG00000217746	6	7938663	7939555	-	893	0
ENSG00000219294	6;6	7986730;7986770	7988308;7988425	+;+	1696	0
ENSG00000188428	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	8013800;8014211;8015296;8015318;8015890;8018020;8026600;8026600;8026600;8026600;8027440;8041372;8041372;8041372;8041372;8042080;8054503;8062767;8062767;8062767;8064498;8064498;8064498	8016061;8016061;8016061;8016061;8016061;8018292;8026658;8026658;8026658;8026658;8027632;8041501;8041501;8041501;8041501;8042141;8054605;8062849;8062849;8062849;8064629;8064626;8064647	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3315	12
ENSG00000265818	6;6;6;6;6;6;6	8015959;8026600;8041372;8062767;8090419;8097500;8102668	8016061;8026658;8041501;8062849;8090514;8097700;8102763	-;-;-;-;-;-;-	768	0
ENSG00000124802	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	8073593;8078727;8079628;8090187;8090218;8090419;8090419;8090419;8095611;8097500;8097500;8097500;8097500;8097500;8097540;8101998;8102668;8102668;8102668;8102668	8073743;8078973;8080263;8090514;8090514;8090514;8090514;8090514;8095728;8097544;8097700;8097700;8097700;8097700;8097700;8102279;8102792;8102811;8102781;8102714	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2107	2
ENSG00000232234	6;6	8329888;8342558	8330156;8342688	+;+	400	0
ENSG00000234763	6;6	8342170;8343221	8342881;8343254	-;-	746	0
ENSG00000124786	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	8413301;8415141;8417117;8417635;8419047;8419813;8419813;8420954;8420954;8422703;8422703;8427570;8428170;8428170;8430097;8430097;8430097;8434618;8434618;8435310;8435442;8435672	8413932;8415210;8417228;8417727;8419118;8419910;8419910;8421061;8421061;8422857;8422857;8428291;8428291;8428291;8430390;8430390;8430390;8434663;8434663;8435716;8435776;8435794	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2887	20
ENSG00000251164	6;6	8652370;8653778	8652623;8654079	+;+	556	0
ENSG00000230939	6;6	8784411;8785350	8784570;8785678	+;+	489	0
ENSG00000225775	6;6;6	9124454;9141254;9161956	9124939;9141373;9162010	-;-;-	661	0
ENSG00000181355	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	9596343;9596523;9598966;9598966;9599905;9610854;9673268;9697867;9705423;9705658;9707990;9707990;9707995;9708166;9750484;9769164;9769164;9769164;9769164;9769164;9776040;9776040;9776040;9776040;9776040;9809810;9809810;9809978;9819395;9819395;9819395;9819637;9840470;9840470;9840470;9840470;9840555;9842165;9842749;9842749;9842749;9842749;9842749;9845750;9845750;9845750;9845750;9845750;9850631;9850631;9896944;9896944;9897099;9897104;9897104;9900559;9900559;9900559;9900559;9900559;9900559;9900559;9900646;9903606;9903606;9903606;9903606;9903606;9908751;9908751;9908751;9908751;9908751;9908751;9908751;9908751;9908751;9908751;9908751;9908751;9922142;9933003;9933003;9933003;9933003;9933003;9933003;9933003;9933003;9933003;9933003;9933003;9933475;9933475;9933475;9933475;9933475;9933475;9933475;9933475;9933475;9933475;9933475;9939522;9939522;9939522;9939522;9939522;9939522;9939522;9939522;9939522;9943362;9947660;9977647;9977647;10060883;10060883;10060935;10114963;10159627;10159627;10211611;10211611	9596557;9596557;9599112;9599112;9600026;9611059;9673427;9698030;9705675;9705675;9708205;9708205;9708205;9708205;9750591;9769288;9769288;9769288;9769288;9769288;9776122;9776122;9776122;9776122;9776122;9809947;9810023;9810023;9819657;9819657;9819657;9819657;9840747;9840747;9840747;9840747;9840747;9842256;9842869;9842869;9842869;9842869;9842869;9845826;9845826;9845826;9845826;9845826;9850702;9850702;9897236;9897236;9897236;9897236;9897236;9900722;9900722;9900722;9900722;9900722;9900722;9900722;9900722;9903674;9903674;9903639;9903674;9903674;9908837;9908837;9908837;9908837;9908837;9908753;9908837;9908837;9908837;9908837;9908837;9908837;9922153;9933179;9933179;9933179;9933179;9933179;9933179;9933179;9933179;9933179;9933179;9933179;9933541;9933541;9933541;9933541;9933522;9933514;9933541;9933500;9933541;9933514;9933541;9939582;9939582;9939582;9939561;9939582;9939582;9939582;9939552;9939561;9943566;9947695;9977832;9977801;10060999;10060998;10061010;10115007;10159732;10159732;10211773;10211841	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4783	1
